GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],인라인 AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],잔여이슈 Reopen율[내부]
"EDV자사","2026-02-05","1","3.072","3.259","1.077","2.625","2.25","179.474","3.614","88.991","0.539","83.4","7.789","6.5","0.882","64.286","0.226","null","20.667","1.662","1.361","0","0","1.205","1.306","142.982","73","44","63","63","42","27","49","0","14.815","17.647","9.091","8.333","26.098","29.021","0.488","0.699","82","34.667","67.442","25.287","5","1.13","0.478","0.63","39.231","1.109","96.154","2.717","97.674","0.913","95.402","1.804","7.315","47","46","3410","12.17","97.43","67.42","32.58","314.52","3.18","13","10.842","12.419","27.926","32.143","21","5.865","0"
"EDV자사","2026-02-06","1","3.001","3.156","1.025","2.278","2.286","140.579","2.237","59.491","1.572","51.624","7.505","6.5","0.474","78.049","0.314","null","24.2","1.685","1.513","0","0","0.975","1","100.794","73","45","63","63","41","32","59","0","12.5","13.636","7.407","5.882","25.598","28.328","0.478","0.683","82","22.222","71.429","23.81","3.846","0.565","0.435","0.109","27.473","0.543","91.209","1.804","85.714","0.13","91.667","1.674","7.154","46","46","2671","15.35","78.56","65.89","34.11","398","2.51","13","6.711","13.485","27.415","31.395","19","7.113","null"
"EDV자사","2026-02-07","1","3.452","3.038","1.414","2.278","2.154","108.176","2.043","63.382","1.718","47.137","7.2","6.5","0.684","68.293","0.31","null","16.667","1.598","1.432","0","0","1.172","0.919","116.667","73","45","63","63","41","28","53","0","7.143","10.526","7.407","5.882","25.287","28.231","0.69","1.02","78","24.638","80","21.053","14.286","0.472","0.333","0.111","25.806","0.444","91.935","1.583","80","0.111","92.982","1.472","7.154","46","45","1839","21.479","73.56","67.48","32.52","300.11","3.33","13","6.128","18.182","27.089","31.496","19","10.06","null"
"EDV자사","2026-02-08","1","2.994","3.212","1.31","2.111","2.2","108.176","2.237","63.382","1.322","55.926","7","6","0.25","86.842","0.389","null","24.2","1.58","1.382","0","0","1.172","1","116.667","73","45","63","63","38","33","47","0","12.121","13.043","10.345","5.556","25.476","28.136","0.476","0.678","81","23.611","80","21.053","10","0.459","0.324","0.108","25.806","0.432","91.935","1.541","80","0.108","92.982","1.432","7.154","46","45","1839","17.401","73.56","67.48","32.52","274.02","3.65","12","6.711","20.663","27.344","31.274","18","8.972","null"
"EDV자사","2026-02-09","1","3.129","2.733","0.619","1.857","2","189.095","1.776","89.946","-0.582","177.593","6.914","1.5","-0.211","115.385","0.295","null","16.5","1.764","1.634","0","0","1.262","1.293","117.014","74","45","64","64","26","30","67","0","13.333","9.524","10.345","10","26.077","28.767","0.718","1.027","79","17.073","45.455","18.75","3.125","0.438","0.313","0.104","21.978","0.417","87.912","1.667","90.909","0.208","87.5","1.458","7.787","45","46","3971","5.666","107.32","71.54","28.46","745.34","1.34","3","5.328","8.95","27.532","31.274","15","3.022","null"
"EDV자사","2026-02-10","1","2.94","2.679","0.413","2.111","2.154","154.136","1.249","70.966","-0.499","166.481","6.857","1.5","-0.5","147.368","0.325","0","11.333","1.86","1.744","0","0","1.261","1.349","121.429","72","43","65","65","19","28","75","0","14.286","14.286","8","5.556","25.952","29.11","0.714","1.027","79","16.279","41.667","17.647","3.125","0.404","0.288","0.096","20.619","0.385","85.567","1.596","91.667","0.212","84.706","1.385","9.13","46","46","3391","5.603","84.78","75.08","24.92","678.95","1.47","3","4.994","5.162","27.041","31.061","9","2.359","null"
"EDV자사","2026-02-11","1","1.858","2.769","0.339","1.9","2","160.25","2.297","72.636","-0.497","127.637","6.743","3","-0.412","136.842","0.188","0","9.615","2.147","1.93","0","0","1.446","1.884","152.168","72","43","65","65","19","26","83","0","15.385","16.667","12","6.25","25.653","28.866","0.475","0.687","83","16.279","41.667","17.647","3.125","0.438","0.313","0.104","20.619","0.417","82.474","1.667","91.667","0.229","81.176","1.438","10.038","46","46","3846","4.42","78.49","77.02","22.98","334.8","2.99","9","11.487","5.251","26.904","31.061","7","1.43","0"
"EDV자사","2026-02-12","1","1.792","2.516","0.263","2.143","1.824","178.045","2.315","77.495","-0.252","115.744","6.468","2.667","-0.889","206.667","0.5","0","18.8","2.316","2.2","0","0","1.105","1.575","103.124","70","41","64","64","15","31","88","0","12.903","10.526","13.333","10.526","25.891","29.371","0.713","1.049","82","6.173","14.286","9.302","0","0.132","0.105","0.026","10","0.132","70","0.921","100","0.184","65.116","0.737","11.441","46","45","3917","4.085","81.6","76.59","23.41","423.02","2.36","8","9.26","3.864","26.434","30.451","4","1.404","null"
"EDV자사","2026-02-13","1","1.766","3.556","0.221","2.429","1.8","193.429","3.317","77.395","-0.237","110.556","6.649","3","-0.588","158.824","0.2","0","28.818","2.443","2.273","0","0","1.286","2.25","127.458","69","42","63","63","17","27","100","0","14.815","13.333","12","13.333","26.118","29.758","1.176","1.73","83","11.538","25","15.556","0","0.214","0.167","0.048","16.981","0.214","66.038","0.833","100","0.19","60","0.643","13.746","46","45","5416","3.139","79.65","75.35","24.65","544.32","1.84","9","9.95","3.643","26.303","30.337","7","1.292","null"
"EDV자사","2026-02-14","1","1.768","3.556","0.221","2.429","1.8","193.429","3.317","77.395","-0.237","110.556","6.831","3","-0.588","158.824","0.2","0","28.818","2.443","2.273","0","0","1.286","2.25","127.458","69","42","63","63","17","27","100","0","14.815","13.333","15.385","13.333","26.118","29.758","1.176","1.73","83","11.538","25","15.556","0","0.214","0.167","0.048","16.981","0.214","66.038","0.833","100","0.19","60","0.643","13.746","46","45","5416","2.77","79.65","75.35","24.65","544.32","1.84","9","9.95","3.139","26.303","30.337","7","1.2","null"
"EDV자사","2026-02-15","1","1.709","3.5","0.169","2.167","1.857","193.429","3.317","77.395","-0.237","110.556","7.013","3","-0.813","200","0.2","0","28.818","2.443","2.273","0","0","1.286","2.25","127.458","69","42","63","63","13","26","100","0","15.385","14.286","12.5","14.286","26.118","29.758","1.176","1.73","82","11.538","25","15.556","0","0.214","0.167","0.048","16.981","0.214","66.038","0.833","100","0.19","60","0.643","13.746","46","45","5416","2.216","79.65","75.35","24.65","544.32","1.84","9","9.95","2.4","26.303","30.337","6","1.016","0"
"EDV자사","2026-02-16","1","1.749","3.9","0.19","1.833","1.818","123","3.25","56.194","-0.688","139.286","7.143","3.5","-0.692","181.818","0.176","0","30.1","2.147","1.947","0","0","1.362","2.079","129.877","68","41","63","63","11","20","74","0","10","10","15","18.182","26.353","30.104","1.412","2.076","84","21.739","50","19.048","null","0.25","0.2","0.05","21.739","0.25","47.826","0.55","100","0.1","42.857","0.45","14.485","46","45","2952","3.218","59.04","75.41","24.59","302.77","3.3","7","9.75","2.629","26.368","30.451","5","1.524","0"
"EDV자사","2026-02-17","1","1.833","4.923","0.157","2","1.444","120.522","2.583","60.641","-0.188","110.714","7.273","3.5","-0.5","162.5","0.3","0","37.375","1.814","1.658","0","0","1.451","1.947","158.333","68","41","63","63","8","13","63","0","7.692","0","21.429","28.571","26.353","30.104","1.412","2.076","80","29.412","100","25","null","0.385","0.308","0.077","29.412","0.385","47.059","0.615","100","0.077","43.75","0.538","15.565","46","44","2772","2.345","63","74.86","25.14","357.68","2.8","7","7.75","2.795","26.368","30.451","4","1.443","0"
"EDV자사","2026-02-18","1","1.802","5.727","0.135","2.5","1.571","126.75","2","66.547","0","100","7.442","2","-0.75","220","0","0","121","1.441","1.424","0","0","1.297","1.455","112.963","68","41","62","62","5","11","47","0","9.091","0","18.182","16.667","26.353","30.104","1.412","2.076","75","30.769","100","25","null","0.364","0.273","0.091","30.769","0.364","53.846","0.636","100","0.091","50","0.545","17.786","45","44","2028","1.726","65.42","73.67","26.33","1014","0.99","2","2","2.083","26.368","30.451","4","1.479","0"
"EDV자사","2026-02-19","1","1.813","10.667","0.08","1","1.5","133.083","1","74.542","0","100","7.455","1","-0.333","150","0","0","129","1.115","1.12","0","0","1.56","1.56","138.462","68","41","62","62","2","3","28","0","0","0","0","0","26.588","30.345","1.647","2.414","78","30.769","100","25","null","0.444","0.333","0.111","30.769","0.444","53.846","0.778","100","0.111","50","0.667","22.913","45","44","1597","1.879","69.43","72.76","27.24","1597","0.63","1","1","1.103","26.434","30.451","2","1.252","0"
"EDV자사","2026-02-20","1","1.876","10","0.222","1","1","91.818","null","64.636","null","null","7.455","null","0.6","25","null","null","null","0.714","0.714","0.048","6.667","1.222","1.048","157.692","68","42","62","62","4","1","15","1","0","null","0","null","26.526","30.345","1.643","2.414","82","32.143","80","21.739","null","1.286","0.714","0.571","32.143","1.286","96.429","3.857","100","0.714","95.652","3.143","25.5","46","43","1010","3.96","67.33","72.38","27.62","0","0","0","0","3.069","26.368","30.451","2","1.98","0"
"EDV자사","2026-02-21","1","1.878","10","0.222","1","1","91.818","null","64.636","null","null","7.455","null","0.6","25","null","null","null","0.714","0.714","0.048","6.667","1.222","1.048","157.692","68","42","62","62","4","1","15","1","0","null","0","null","26.636","30.479","1.869","2.74","83","32.143","80","21.739","null","1.286","0.714","0.571","32.143","1.286","96.429","3.857","100","0.714","95.652","3.143","25.5","46","43","1010","3.96","67.33","72.38","27.62","0","0","0","0","3.96","26.368","30.451","2","1.98","0"
"EDV자사","2026-02-22","1","1.862","10","0.222","1","1","91.818","null","64.636","null","null","7.455","null","0.6","25","null","null","null","0.714","0.714","0.048","6.667","1.222","1.048","157.692","68","41","62","62","4","1","15","1","0","null","0","null","26.636","30.479","1.869","2.74","84","32.143","80","21.739","null","1.286","0.714","0.571","32.143","1.286","96.429","3.857","100","0.714","95.652","3.143","25.5","46","43","1010","6.436","67.33","72.38","27.62","0","0","0","0","3.96","26.368","30.451","2","3.465","0"
"EDV자사","2026-02-23","1","1.689","12.8","0.25","1.286","1.111","107.15","null","67.727","null","null","6.604","null","-0.083","111.111","1.5","null","null","1.364","1.364","0.03","2.222","0.833","0.909","105.303","69","40","61","62","9","10","45","1","30","37.5","42.857","60","26.512","30.375","1.163","1.706","84","32.143","80","21.739","null","1.286","0.714","0.571","32.143","1.286","96.429","3.857","100","0.714","95.652","3.143","23.821","42","42","2143","5.366","64.94","78.49","21.51","0","0","0","0","5.709","26.521","30.657","5","2.1","0"
"EDV자사","2026-02-24","1","2.307","12","0.341","1.556","1.25","105.565","0.965","68.283","-0.965","Infinity","6.681","null","-0.063","107.143","0.909","null","24.571","1.686","1.667","0.026","1.538","0.805","0.846","104.667","68","42","60","61","14","15","65","1","53.333","63.636","33.333","50","27.473","30.945","0.659","0.977","71","32.258","80","23.077","null","1.25","0.75","0.5","32.258","1.25","96.774","3.75","100","0.625","96.154","3.125","21.529","41","40","2428","6.384","63.89","80.23","19.77","419.14","2.39","0","5.793","6.126","28.046","32.056","4","2.059","0"
"EDV자사","2026-02-25","1","2.186","9.1","0.347","1.889","1.538","95.552","1.493","65.132","-0.851","298.651","6.412","3","-0.176","117.647","0.458","null","35.9","2.02","1.957","0.022","1.111","0.837","0.891","105.556","68","42","61","62","17","20","90","1","40","53.846","14.286","25","27.174","30.744","0.652","0.971","72","37.838","83.333","29.032","null","1.167","0.75","0.417","37.838","1.167","94.595","2.917","100","0.5","93.548","2.417","20.467","42","40","2771","5.955","61.58","81.2","18.8","309.28","3.23","3","8.96","6.54","27.727","31.834","6","2.346","null"
"EDV자사","2026-02-26","1","2.132","7.957","0.296","1.455","1.533","94.933","1.493","62.044","-0.851","298.651","6.464","3","-0.389","143.75","0.5","null","35.9","2.156","2.104","0.021","0.99","0.759","0.854","102.151","68","42","60","62","16","23","101","1","34.783","43.75","16.667","18.182","27.391","31.068","0.87","1.294","73","37.838","83.333","29.032","null","1.077","0.692","0.385","37.838","1.077","94.595","2.692","100","0.462","93.548","2.231","18.76","40","40","2848","5.969","59.33","81.6","18.4","317.87","3.15","3","8.96","5.695","27.54","31.507","7","2.633","null"
"EDV자사","2026-02-27","1","2.085","7.333","0.474","1.8","1.588","87.409","1.745","57.659","-1.218","465.317","6.434","3","-0.5","150","0.153","0","49.667","2.303","2.359","0","0","0.526","0.513","64.493","68","42","60","62","18","27","92","0","33.333","40","14.286","20","26.94","30.449","0.431","0.641","75","57.143","80","44.444","null","1","0.5","0.5","57.143","1","92.857","1.625","100","0.625","88.889","1","17.043","40","40","1923","9.62","54.94","86.38","13.62","137.76","7.26","3","13.96","7.546","27.455","31.419","8","4.42","null"
"EDV자사","2026-02-28","1","1.981","6.833","0.5","1.727","1.765","87.409","1.745","57.659","-1.218","465.317","6.403","3","-0.611","157.895","0.224","0","49.667","2.303","2.359","0","0","0.526","0.513","64.493","64","39","55","58","19","30","92","0","30","34.783","12.5","16.667","27.039","30.573","0.644","0.955","76","57.143","80","44.444","null","1","0.5","0.5","57.143","1","92.857","1.625","100","0.625","88.889","1","17.043","39","36","1923","9.88","54.94","86.38","13.62","137.76","7.26","3","13.96","9.88","27.273","31.104","9","4.68","null"
"EDV자사","2026-03-01","1","1.832","6.833","0.5","1.727","1.765","87.409","1.745","57.659","-1.218","465.317","6.372","3","-0.611","157.895","0.224","0","49.667","2.303","2.359","0","0","0.526","0.513","64.493","64","39","55","58","19","30","92","0","30","34.783","12.5","16.667","27.039","30.573","0.644","0.955","72","57.143","80","44.444","null","1","0.5","0.5","57.143","1","92.857","1.625","100","0.625","88.889","1","17.043","39","36","1923","9.36","54.94","86.38","13.62","137.76","7.26","3","13.96","9.88","27.273","31.104","9","4.42","null"
"EDV자사","2026-03-02","1","1.592","5.704","0.85","1.889","1.588","52.667","1.835","46.8","-1.352","550.556","6.527","3","-0.556","158.824","0.207","0","47.063","1.915","1.879","0","0","0.6","0.364","67.647","64","38","53","56","17","27","62","0","29.63","33.333","0","0","26.94","30.449","0","0","79","57.143","80","44.444","null","1","0.5","0.5","57.143","1","92.857","1.625","100","0.625","88.889","1","16.566","34","36","790","null","46.47","89.87","10.13","47.83","20.91","3","16.517","12.532","27.533","31.457","8","null","null"
"LGSI자사","2025-12-22","1","null","null","0","null","null","192","null","96","null","null","null","null","null","null","null","null","null","1.2","1.2","0","0","3.889","7","387.5","15","null","14","15","null","null","6","0","null","null","null","null","null","null","null","null","null","9.709","null","16.766","1.408","3","2.8","0","16.766","2.8","29.341","4.9","null","0","29.341","4.9","null","8","10","768","null","96","74.74","25.26","0","0","null","null","0","null","null","null","null","null"
"LGSI자사","2025-12-23","1","null","null","0","null","null","192","null","96","null","null","null","null","null","null","null","null","null","2.2","2.2","0","0","3.889","7","387.5","15","null","14","15","null","null","11","0","null","null","null","null","null","null","null","null","null","9.709","null","16.766","1.408","3","2.8","0","16.766","2.8","29.341","4.9","null","0","29.341","4.9","null","8","9","768","null","96","74.74","25.26","0","0","null","null","0","null","null","null","null","null"
"LGSI자사","2025-12-24","1","null","1","0","null","1","172.333","null","86.167","null","null","null","null","-1","Infinity","0","null","null","1.6","1.6","0","0","3.286","4.6","316.667","15","null","14","15","0","1","8","0","0","0","0","0","0","0","0","0","null","13.846","null","13.846","null","1.286","1.286","0","13.846","1.286","43.077","4","null","0","43.077","4","null","8","9","517","0","86.17","63.44","36.56","0","0","null","null","0","0","0","0","0","null"
"LGSI자사","2025-12-25","1","null","1","0","null","1","81","null","69.833","null","null","null","null","-1","Infinity","0","null","null","1.5","1.5","0","0","2.8","3.5","200","15","null","14","15","0","1","6","0","0","0","0","0","0","0","0","0","null","8.696","null","8.696","null","0.8","0.8","0","8.696","0.8","50","4.6","null","0","50","4.6","null","8","9","243","0","60.75","68.72","31.28","0","0","null","null","0","0","0","0","0","null"
"LGSI자사","2025-12-26","1","null","1","0","null","1","81","null","69.833","null","null","null","null","-1","Infinity","1","null","null","1.5","1.5","0","0","2.8","3.5","200","15","null","14","15","0","1","6","0","0","0","0","0","0","0","0","0","null","8.696","null","8.696","null","0.8","0.8","0","8.696","0.8","50","4.6","null","0","50","4.6","null","8","9","243","0","60.75","68.72","31.28","0","0","null","null","0","0","0","0","0","null"
"LGSI자사","2025-12-27","1","null","1","0","null","1","81","null","69.833","null","null","null","null","-1","Infinity","1","null","null","1.5","1.5","0","0","2.8","3.5","200","15","null","14","15","0","1","6","0","0","0","0","0","0","0","0","0","null","8.696","null","8.696","null","0.8","0.8","0","8.696","0.8","50","4.6","null","0","50","4.6","null","8","9","243","0","60.75","68.72","31.28","0","0","null","null","0","0","0","0","0","null"
"LGSI자사","2025-12-28","1","null","1","0","null","1","81","null","69.833","null","null","null","null","-1","Infinity","1","null","null","1.5","1.5","0","0","2.8","3.5","200","15","null","14","15","0","1","6","0","0","0","0","0","0","0","0","0","null","8.696","null","8.696","null","0.8","0.8","0","8.696","0.8","50","4.6","null","0","50","4.6","null","8","9","243","0","60.75","68.72","31.28","0","0","null","null","0","0","0","0","0","null"
"LGSI자사","2025-12-29","1","null","1","0","null","1","31","null","31","null","null","null","null","-1","Infinity","1","null","null","3","3","0","0","1","0.5","100","15","null","14","15","0","1","6","0","0","0","0","0","0","0","0","0","null","0","null","0","null","0","0","0","0","0","100","1","null","0","100","1","null","8","9","31","0","31","93.55","6.45","0","0","null","null","0","0","0","0","0","null"
"LGSI자사","2025-12-30","1","null","1","0","null","1","31","null","31","null","null","null","null","-1","Infinity","1","null","null","0.5","0.5","0","0","1","0.5","100","15","null","14","15","0","1","1","0","0","0","0","0","0","0","0","0","null","0","null","0","null","0","0","0","0","0","100","1","null","0","100","1","null","8","9","31","0","31","93.55","6.45","0","0","null","null","0","0","0","0","0","null"
"LGSI자사","2025-12-31","1","null","null","0","null","null","320","null","160","null","null","null","null","null","null","null","null","null","1.25","1.25","0","0","0","0","0","16","null","15","16","null","null","5","0","null","null","null","null","0","0","0","0","null","null","null","null","null","0","0","0","null","0","null","0","null","0","null","0","null","8","10","320","0","160","99.69","0.31","0","0","null","null","0","0","0","null","0","null"
"LGSI자사","2026-01-01","1","null","null","0","null","null","320","null","160","null","null","null","null","null","null","null","null","null","1.25","1.25","0","0","0","0","0","16","null","15","16","null","null","5","0","null","null","null","null","0","0","0","0","null","null","null","null","null","0","0","0","null","0","null","0","null","0","null","0","null","8","10","320","0","160","99.69","0.31","0","0","null","null","0","0","0","null","0","null"
